
1,10175.8896484375
2,10175.8896484375
3,10175.5498046875
4,10175.5498046875
5,10175.6396484375
6,10175.6396484375
7,10175.5
8,10175.5
9,10176.1396484375
10,10176.1396484375
11,10175.25
12,10175.25
13,10174.6298828125
14,10174.6298828125
15,10174.83984375
16,10174.83984375
17,10174.83984375
18,10174.83984375
19,10173.7001953125
20,10173.4697265625
21,10173.4697265625
22,10173.16015625
23,10173.16015625
24,10173.009765625
25,10173.009765625
26,10173.009765625
27,10173.009765625
28,10173.51953125
29,10173.51953125
30,10172.4697265625
31,10172.4697265625
32,10171.91015625
33,10171.91015625
34,10171.849609375
35,10171.849609375
36,10172.080078125
37,10172.080078125
38,10173.6396484375
39,10173.6396484375
40,10173.3896484375
41,10173.3896484375
42,10173.9501953125
43,10173.9501953125
44,10174.3203125
45,10177.6298828125
46,10177.6298828125
47,10177.6298828125
48,10177.5498046875
49,10176.919921875
50,10176.919921875
51,10176.919921875
52,10176.919921875
53,10177.1201171875
54,10177.1201171875
55,10175.75
56,10175.75
